id,question,status,manual_guess,evidence_status,answer_path,image_ids,notes,updated_at
64,使用吹风机时，人员需要佩戴哪些防护装备？,done,吹风机手册.md,checked,agentic-rag/tmp/ch-answers/per_question/64.json,"[""Manual04_3""]",已使用中文手册证据作答；选择 Manual04_3 用于展示个人防护装备清单。PIC 数量 1 与 images 数量 1 一致。,2026-05-29T13:08:58+00:00
65,操作吹风机时，人员需要注意哪些安全要点？,done,电钻手册.md,checked,agentic-rag/tmp/ch-answers/per_question/65.json,"[""Manual11_7"", ""drill0_14""]",已使用电钻手册中文证据作答；Manual11_7 展示腰带挂钩与批头夹安装位置，drill0_14 展示挂钩固定细节。PIC 数量 2 与 images 数量 2 一致。,2026-05-29T13:08:58+00:00
66,使用吹风机时，如何调节化油器？,done,吹风机手册.md,checked,agentic-rag/tmp/ch-answers/per_question/66.json,"[""Manual04_42""]",已使用中文手册证据作答；选择 Manual04_42 展示化油器调节螺钉位置。PIC 数量 1 与 images 数量 1 一致。,2026-05-29T13:08:58+00:00
67,吹风机冷机时，该如何启动？,done,吹风机手册.md,checked,agentic-rag/tmp/ch-answers/per_question/67.json,"[""Manual04_25"", ""Manual04_27""]",已使用吹风机手册中文证据作答；选择 Manual04_25（泵油膜片操作）和 Manual04_27（拉绳启动姿势）用于辅助说明冷机启动关键步骤。PIC 数量 2 与 images 数量 2 一致。,2026-05-29T13:08:58+00:00
68,吹风机热机时，该如何启动？,done,吹风机手册.md,checked,agentic-rag/tmp/ch-answers/per_question/68.json,"[""Manual04_27""]",已使用中文手册证据作答；选择 Manual04_27 展示热机启动与阻风门退回原位位置。PIC 数量 1 与 images 数量 1 一致。,2026-05-29T13:08:58+00:00
69,该如何关闭吹风机？,done,吹风机手册.md,checked,agentic-rag/tmp/ch-answers/per_question/69.json,"[""Manual04_29""]",已使用吹风机手册中文证据作答；选择 Manual04_29 展示停机开关位置。PIC 数量 1 与 images 数量 1 一致。,2026-05-29T13:08:58+00:00
70,空调的重要组成部件有哪些？,done,空调手册.md,checked,agentic-rag/tmp/ch-answers/per_question/70.json,"[""Manual01_0"", ""Manual01_1""]",已使用空调手册中文证据作答；Manual01_0 展示室内机部件，Manual01_1 展示室外机部件。PIC 数量 2 与 images 数量 2 一致。,2026-05-29T13:11:02+00:00
71,如何找到空调遥控器的按键？,done,空调手册.md,checked,agentic-rag/tmp/ch-answers/per_question/71.json,"[""air_conditioner_01""]",遥控器主要按键布局图中可见；附加功能按键位于盖板下方。PIC 数量 1 与 images 数量 1 一致。,2026-05-29T13:18:40+00:00
72,如何给空调遥控器安装电池？,done,空调手册.md,checked,agentic-rag/tmp/ch-answers/per_question/72.json,[],,2026-05-30T00:15:36+00:00
73,如何安装空调遥控器支架？,done,,checked,agentic-rag/tmp/ch-answers/per_question/73.json,[],,2026-05-29T14:27:08+00:00
74,如何用空调快速调节室内温度？,done,,checked,agentic-rag/tmp/ch-answers/per_question/74.json,[],,2026-05-30T00:22:59+00:00
75,如何使用空调的自清洁运行功能？,done,,checked,agentic-rag/tmp/ch-answers/per_question/75.json,[],,2026-05-29T14:36:13+00:00
76,如何使用空调的等离子净化功能？,done,,checked,agentic-rag/tmp/ch-answers/per_question/76.json,[],,2026-05-29T14:37:48+00:00
77,单冷型空调如何开启自动运行模式？,done,,checked,agentic-rag/tmp/ch-answers/per_question/77.json,[],,2026-05-29T14:39:31+00:00
78,如何使用空调的自动转换运行功能？,done,,checked,agentic-rag/tmp/ch-answers/per_question/78.json,[],,2026-05-29T14:41:44+00:00
79,如何开启空调的节能制冷模式？,done,,checked,agentic-rag/tmp/ch-answers/per_question/79.json,[],,2026-05-29T14:43:10+00:00
80,无遥控器时如何操作空调？,done,,checked,agentic-rag/tmp/ch-answers/per_question/80.json,[],,2026-05-29T14:44:35+00:00
81,如何让空调实现自动重启？,done,,checked,agentic-rag/tmp/ch-answers/per_question/81.json,[],,2026-05-30T00:25:57+00:00
82,不同型号空调的清洁频率是多少？,done,,checked,agentic-rag/tmp/ch-answers/per_question/82.json,[],,2026-05-29T14:57:48+00:00
83,如何清洁空调的空气滤网？,done,,checked,agentic-rag/tmp/ch-answers/per_question/83.json,[],,2026-05-30T00:27:37+00:00
84,如何清洁空调的3M多重防护滤网？,done,,checked,agentic-rag/tmp/ch-answers/per_question/84.json,[],,2026-05-29T15:13:08+00:00
85,如何清洁空调的等离子滤网？,done,,checked,agentic-rag/tmp/ch-answers/per_question/85.json,[],,2026-05-29T15:16:10+00:00
86,如何快速组装蒸汽清洁机？,done,,checked,agentic-rag/tmp/ch-answers/per_question/86.json,[],,2026-05-29T15:17:55+00:00
87,蒸汽清洁机有哪些实用的产品功能？如何快速上手使用？,done,,checked,agentic-rag/tmp/ch-answers/per_question/87.json,[],,2026-05-29T15:19:54+00:00
88,如何使用蒸汽清洁机清洁硬质地面？,done,,checked,agentic-rag/tmp/ch-answers/per_question/88.json,[],,2026-05-29T15:23:01+00:00
89,组装人体工学椅涉及哪些部件？,done,,checked,agentic-rag/tmp/ch-answers/per_question/89.json,[],,2026-05-29T15:26:21+00:00
90,椅子的扶手使用一段时间后为什么会松动？,done,,checked,agentic-rag/tmp/ch-answers/per_question/90.json,[],,2026-05-29T15:28:29+00:00
91,这款椅子有哪些功能？,done,,checked,agentic-rag/tmp/ch-answers/per_question/91.json,[],,2026-05-29T15:39:27+00:00
92,洗碗机的部件有哪些？,done,,checked,agentic-rag/tmp/ch-answers/per_question/92.json,[],,2026-05-29T15:42:30+00:00
93,首次使用时，如何将洗碗机连接到排水口？,done,,checked,agentic-rag/tmp/ch-answers/per_question/93.json,[],,2026-05-29T15:44:05+00:00
94,使用前如何为洗碗机添加专用盐？,done,,checked,agentic-rag/tmp/ch-answers/per_question/94.json,[],,2026-05-29T15:47:22+00:00
95,如何为洗碗机添加洗涤剂？,done,,checked,agentic-rag/tmp/ch-answers/per_question/95.json,[],,2026-05-29T15:49:58+00:00
96,如何为洗碗机添加洗涤块？,done,,checked,agentic-rag/tmp/ch-answers/per_question/96.json,[],,2026-05-29T16:00:38+00:00
97,如何在洗碗机中添加和使用亮碟剂以获得更好的洗涤效果？,done,,checked,agentic-rag/tmp/ch-answers/per_question/97.json,[],,2026-05-29T16:02:57+00:00
98,哪些物品不适合在洗碗机中清洗？,done,,checked,agentic-rag/tmp/ch-answers/per_question/98.json,[],,2026-05-30T00:30:12+00:00
99,如何根据洗碗机型号安装餐具篮？,done,,checked,agentic-rag/tmp/ch-answers/per_question/99.json,[],,2026-05-29T16:21:04+00:00
100,使用洗碗机前如何安装可折叠下层篮架？,done,,checked,agentic-rag/tmp/ch-answers/per_question/100.json,[],,2026-05-29T16:23:58+00:00
101,如何调节洗碗机满载时上下碗篮的高度？,done,,checked,agentic-rag/tmp/ch-answers/per_question/101.json,[],,2026-05-29T16:33:14+00:00
102,如何清洁洗碗机的进水管滤网？,done,,checked,agentic-rag/tmp/ch-answers/per_question/102.json,[],,2026-05-29T16:38:50+00:00
103,如何清洁洗碗机的上层喷淋臂？,done,,checked,agentic-rag/tmp/ch-answers/per_question/103.json,[],,2026-05-29T16:41:27+00:00
104,如何拆除空气净化器滤网的塑料包装？,done,,checked,agentic-rag/tmp/ch-answers/per_question/104.json,[],,2026-05-29T16:43:25+00:00
105,如何安装空气净化器的脚轮？,done,,checked,agentic-rag/tmp/ch-answers/per_question/105.json,[],,2026-05-29T16:45:06+00:00
106,空气净化器通常有哪些模式？如何设置？这些模式有什么特点？,done,,checked,agentic-rag/tmp/ch-answers/per_question/106.json,[],,2026-05-29T16:47:48+00:00
107,空气净化器的室内空气质量指示灯是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/107.json,[],,2026-05-29T16:54:28+00:00
108,如何清洁空气净化器的设备内外？,done,,checked,agentic-rag/tmp/ch-answers/per_question/108.json,[],,2026-05-29T16:57:04+00:00
109,如何清洁空气净化器的滤网？,done,,checked,agentic-rag/tmp/ch-answers/per_question/109.json,[],,2026-05-29T16:59:10+00:00
110,如何更换空气净化器的滤网？,done,,checked,agentic-rag/tmp/ch-answers/per_question/110.json,[],,2026-05-29T17:05:09+00:00
111,如何清洁空气净化器的灰尘传感器？,done,,checked,agentic-rag/tmp/ch-answers/per_question/111.json,[],,2026-05-29T17:07:02+00:00
112,空气净化器需要长期存放时该怎么做？,done,,checked,agentic-rag/tmp/ch-answers/per_question/112.json,[],,2026-05-29T17:08:37+00:00
113,如何了解这款健身单车的技术规格？,done,,checked,agentic-rag/tmp/ch-answers/per_question/113.json,[],,2026-05-29T17:10:38+00:00
114,启动健身单车前，我需要做什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/114.json,[],,2026-05-29T17:13:45+00:00
115,我听说买的这款健身单车配有控制台和显示功能，能为我介绍一下吗？,done,,checked,agentic-rag/tmp/ch-answers/per_question/115.json,[],,2026-05-29T17:18:54+00:00
116,在健身单车上运动前，我需要调整什么来保证运动的舒适度？,done,,checked,agentic-rag/tmp/ch-answers/per_question/116.json,[],,2026-05-29T17:20:14+00:00
117,使用健身单车的轻松骑行类别时，我能体验到哪些预设运动程序？,done,,checked,agentic-rag/tmp/ch-answers/per_question/117.json,[],,2026-05-29T17:21:34+00:00
118,使用健身单车的山地类别时，我能体验到哪些预设运动程序？,done,,checked,agentic-rag/tmp/ch-answers/per_question/118.json,[],,2026-05-29T17:22:50+00:00
119,挑战健身单车的最高难度类别时，我能体验到哪些预设运动程序？,done,,checked,agentic-rag/tmp/ch-answers/per_question/119.json,[],,2026-05-29T17:24:02+00:00
120,如果我想编辑健身单车的用户档案，需要遵循哪些步骤？,done,,checked,agentic-rag/tmp/ch-answers/per_question/120.json,[],,2026-05-29T17:25:45+00:00
121,我想在使用健身单车时设置心率目标，能否根据我的年龄为我推荐合适的目标心率？,done,,checked,agentic-rag/tmp/ch-answers/per_question/121.json,[],,2026-05-29T17:29:20+00:00
122,我听说这款健身单车有体能测试程序，这是什么功能？,done,,checked,agentic-rag/tmp/ch-answers/per_question/122.json,[],,2026-05-29T17:35:32+00:00
123,如果要给电钻充电，需要遵循哪些步骤？,done,,checked,agentic-rag/tmp/ch-answers/per_question/123.json,[],,2026-05-29T17:38:50+00:00
124,我的DCB101型号电钻指示灯闪烁时，这些闪烁标识代表什么含义？,done,,checked,agentic-rag/tmp/ch-answers/per_question/124.json,[],,2026-05-29T17:40:55+00:00
126,使用电钻时，如何安装单套无键夹头？,done,,checked,agentic-rag/tmp/ch-answers/per_question/126.json,[],,2026-05-29T17:50:00+00:00
127,如果要安装和拆卸电钻的电池组，需要遵循什么步骤？,done,,checked,agentic-rag/tmp/ch-answers/per_question/127.json,[],,2026-05-29T17:51:36+00:00
128,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/128.json,[],,2026-05-29T17:57:31+00:00
129,购买电钻后，应配备哪些附件？,done,,checked,agentic-rag/tmp/ch-answers/per_question/129.json,[],,2026-05-29T18:06:37+00:00
130,电钻的三年有限保修包含哪些内容？,done,,checked,agentic-rag/tmp/ch-answers/per_question/130.json,[],,2026-05-29T18:08:20+00:00
131,购买健身追踪器后，包装盒里应该有什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/131.json,[],,2026-05-29T18:09:40+00:00
132,我刚发现健身追踪器电量低，该如何正确为其充电？,done,,checked,agentic-rag/tmp/ch-answers/per_question/132.json,[],,2026-05-29T18:16:12+00:00
133,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,done,,checked,agentic-rag/tmp/ch-answers/per_question/133.json,[],,2026-05-29T18:17:29+00:00
134,我的健身追踪器表带太紧了，该如何扣紧表带？,done,,checked,agentic-rag/tmp/ch-answers/per_question/134.json,[],,2026-05-29T18:19:04+00:00
135,我想取下健身追踪器，该如何正确拆卸表带？,done,,checked,agentic-rag/tmp/ch-answers/per_question/135.json,[],,2026-05-29T18:20:45+00:00
136,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,done,,checked,agentic-rag/tmp/ch-answers/per_question/136.json,[],,2026-05-30T01:24:18+00:00
137,健身追踪器能对手机的通知实现哪些功能？,done,,checked,agentic-rag/tmp/ch-answers/per_question/137.json,[],,2026-05-29T18:41:45+00:00
138,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,done,,checked,agentic-rag/tmp/ch-answers/per_question/138.json,[],,2026-05-29T18:44:53+00:00
139,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,done,,checked,agentic-rag/tmp/ch-answers/per_question/139.json,[],,2026-05-30T01:55:52+00:00
140,健身追踪器是如何测量我的心率的？,done,,checked,agentic-rag/tmp/ch-answers/per_question/140.json,[],,2026-05-29T18:55:29+00:00
141,我该如何仅使用健身追踪器完成消费支付？,done,,checked,agentic-rag/tmp/ch-answers/per_question/141.json,[],,2026-05-29T18:57:04+00:00
142,使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？,done,,checked,agentic-rag/tmp/ch-answers/per_question/142.json,[],,2026-05-29T19:05:01+00:00
144,我想给健身追踪器设置锁屏，该如何实现？,done,,checked,agentic-rag/tmp/ch-answers/per_question/144.json,[],,2026-05-29T19:06:19+00:00
145,使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。,done,,checked,agentic-rag/tmp/ch-answers/per_question/145.json,[],,2026-05-29T19:08:01+00:00
146,给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。,done,,checked,agentic-rag/tmp/ch-answers/per_question/146.json,[],,2026-05-29T19:12:04+00:00
153,考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/153.json,[],,2026-05-29T19:20:28+00:00
154,发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？,done,,checked,agentic-rag/tmp/ch-answers/per_question/154.json,[],,2026-05-29T19:22:25+00:00
155,日常使用中，如何防止发电机触电事故的发生？,done,,checked,agentic-rag/tmp/ch-answers/per_question/155.json,[],,2026-05-29T19:28:08+00:00
156,需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？,done,,checked,agentic-rag/tmp/ch-answers/per_question/156.json,[],,2026-05-30T00:53:55+00:00
157,使用发电机时，燃油的使用前检查十分重要，该如何操作？,done,,checked,agentic-rag/tmp/ch-answers/per_question/157.json,[],,2026-05-30T00:56:20+00:00
158,启动发电机发动机的前两个步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/158.json,[],,2026-05-30T01:03:32+00:00
159,我需要给发电机连接交流电，该过程中如何保证自身安全？,done,,checked,agentic-rag/tmp/ch-answers/per_question/159.json,[],,2026-05-29T19:52:16+00:00
160,我注意到发电机上有两种不同的开关，请为我介绍一下。,done,,checked,agentic-rag/tmp/ch-answers/per_question/160.json,[],,2026-05-29T19:54:41+00:00
161,我该在哪里查找并记录发电机的标识信息？,done,,checked,agentic-rag/tmp/ch-answers/per_question/161.json,[],,2026-05-30T01:09:39+00:00
162,使用发电机的直流保护器时，我需要注意什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/162.json,[],,2026-05-29T20:07:37+00:00
163,使用发电机前，对发动机机油进行使用前检查十分重要，正确的步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/163.json,[],,2026-05-30T01:36:29+00:00
164,根据手册说明，启动发电机发动机的最后三个步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/164.json,[],,2026-05-29T20:16:59+00:00
165,发电机的电池电量不足了，该如何正确充电？,done,,checked,agentic-rag/tmp/ch-answers/per_question/165.json,[],,2026-05-29T20:19:05+00:00
166,我需要让发电机的发动机停机，告诉我该如何操作。,done,,checked,agentic-rag/tmp/ch-answers/per_question/166.json,[],,2026-05-29T20:28:40+00:00
167,根据手册的建议，使用发电机时该如何检查火花塞？,done,,checked,agentic-rag/tmp/ch-answers/per_question/167.json,[],,2026-05-29T20:30:43+00:00
168,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/168.json,[],,2026-05-30T01:17:50+00:00
169,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,done,,checked,agentic-rag/tmp/ch-answers/per_question/169.json,[],,2026-05-29T20:42:42+00:00
170,如果发电机的发动机无法启动，我该怎么办？,done,,checked,agentic-rag/tmp/ch-answers/per_question/170.json,[],,2026-05-29T20:44:18+00:00
171,我需要将发电机的燃油排空，该如何正确操作？,done,,checked,agentic-rag/tmp/ch-answers/per_question/171.json,[],,2026-05-29T20:46:23+00:00
172,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/172.json,[],,2026-05-29T20:48:09+00:00
173,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,done,,checked,agentic-rag/tmp/ch-answers/per_question/173.json,[],,2026-05-29T20:52:13+00:00
174,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,done,,checked,agentic-rag/tmp/ch-answers/per_question/174.json,[],,2026-05-29T20:54:10+00:00
175,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,done,,checked,agentic-rag/tmp/ch-answers/per_question/175.json,[],,2026-05-29T20:56:16+00:00
176,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,done,,checked,agentic-rag/tmp/ch-answers/per_question/176.json,[],,2026-05-29T20:58:55+00:00
177,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,done,,checked,agentic-rag/tmp/ch-answers/per_question/177.json,[],,2026-05-29T21:01:20+00:00
178,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,done,,checked,agentic-rag/tmp/ch-answers/per_question/178.json,[],,2026-05-29T21:05:55+00:00
179,摩托艇全加速行驶时，如何安全平稳地将其停稳？,done,,checked,agentic-rag/tmp/ch-answers/per_question/179.json,[],,2026-05-29T21:08:30+00:00
180,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,done,,checked,agentic-rag/tmp/ch-answers/per_question/180.json,[],,2026-05-29T21:10:07+00:00
181,水泵发动机安全停机的正确步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/181.json,[],,2026-05-29T21:12:11+00:00
182,水泵的核心部件有哪些？,done,,checked,agentic-rag/tmp/ch-answers/per_question/182.json,[],,2026-05-29T21:16:04+00:00
183,清洗油箱滤网的详细步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/183.json,[],,2026-05-29T21:18:16+00:00
184,水泵安全排放燃油的正确步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/184.json,[],,2026-05-29T21:24:28+00:00
185,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,done,,checked,agentic-rag/tmp/ch-answers/per_question/185.json,[],,2026-05-29T21:32:03+00:00
186,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,done,,checked,agentic-rag/tmp/ch-answers/per_question/186.json,[],,2026-05-29T21:35:23+00:00
187,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,done,,checked,agentic-rag/tmp/ch-answers/per_question/187.json,[],,2026-05-29T21:37:23+00:00
188,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,done,,checked,agentic-rag/tmp/ch-answers/per_question/188.json,[],,2026-05-29T21:39:41+00:00
189,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,done,,checked,agentic-rag/tmp/ch-answers/per_question/189.json,[],,2026-05-29T21:42:48+00:00
190,当设备或系统出现警报界面时，应采取哪些操作？,done,,checked,agentic-rag/tmp/ch-answers/per_question/190.json,[],,2026-05-29T21:50:34+00:00
191,针对热泵应如何修改接线，以确保连接正确且功能正常？,done,,checked,agentic-rag/tmp/ch-answers/per_question/191.json,[],,2026-05-29T21:51:58+00:00
192,如何安全更换温控器的电池，确保更换后设备功能正常？,done,,checked,agentic-rag/tmp/ch-answers/per_question/192.json,[],,2026-05-29T21:53:44+00:00
193,当标签与端子不匹配时，应如何正确为温控器重新接线，确保连接无误？,done,,checked,agentic-rag/tmp/ch-answers/per_question/193.json,[],,2026-05-29T21:58:19+00:00
194,遇到温控器故障时，可采用哪些故障排除解决方案？,done,,checked,agentic-rag/tmp/ch-answers/per_question/194.json,[],,2026-05-29T22:00:07+00:00
195,设备或系统中构成处理器单元的关键组件或部件有哪些？,done,,checked,agentic-rag/tmp/ch-answers/per_question/195.json,[],,2026-05-29T22:03:00+00:00
196,耳机有哪些类型，以及如何更换耳塞？,done,,checked,agentic-rag/tmp/ch-answers/per_question/196.json,[],,2026-05-29T22:04:49+00:00
197,为保持遮光罩的清晰度和功能性，正确的清洁步骤是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/197.json,[],,2026-05-29T22:06:24+00:00
198,为确保安全且最佳的使用效果，游玩区域的推荐尺寸是多少？,done,,checked,agentic-rag/tmp/ch-answers/per_question/198.json,[],,2026-05-29T22:07:46+00:00
199,使用和操作VR头显时应采取哪些安全预防措施，以确保用户安全和设备使用寿命？,done,,checked,agentic-rag/tmp/ch-answers/per_question/199.json,[],,2026-05-29T22:14:43+00:00
200,功能键盘的保修政策通常包含哪些内容，又不包含哪些内容？,done,,checked,agentic-rag/tmp/ch-answers/per_question/200.json,[],,2026-05-29T22:16:18+00:00
201,功能键盘的保修政策中，损害赔偿的除外责任或免责声明通常是什么？,done,,checked,agentic-rag/tmp/ch-answers/per_question/201.json,[],,2026-05-29T22:17:53+00:00
202,如何设置功能键盘？,done,,checked,agentic-rag/tmp/ch-answers/per_question/202.json,[],,2026-05-29T22:19:33+00:00
203,如何拆卸和重新安装功能键盘的轴体？,done,,checked,agentic-rag/tmp/ch-answers/per_question/203.json,[],,2026-05-29T22:27:26+00:00
204,如何将功能键盘搭配CAM软件使用？,done,,checked,agentic-rag/tmp/ch-answers/per_question/204.json,[],,2026-05-29T22:29:26+00:00
205,如何在硬件模式下使用功能键盘？,done,,checked,agentic-rag/tmp/ch-answers/per_question/205.json,[],,2026-05-29T22:31:23+00:00
206,如何安装儿童电动摩托车的挡泥板？,done,,checked,agentic-rag/tmp/ch-answers/per_question/206.json,[],,2026-05-29T22:32:59+00:00
207,如何安装儿童电动摩托车的前轮？,done,,checked,agentic-rag/tmp/ch-answers/per_question/207.json,[],,2026-05-29T22:35:34+00:00
208,如何为蓝牙激光鼠标安装电池？,done,,checked,agentic-rag/tmp/ch-answers/per_question/208.json,[],,2026-05-29T22:36:52+00:00
209,如何为蓝牙激光鼠标安装WIDCOMM蓝牙驱动程序？,done,,checked,agentic-rag/tmp/ch-answers/per_question/209.json,[],,2026-05-29T22:44:13+00:00
210,如何为蓝牙激光鼠标卸载WIDCOMM蓝牙驱动程序？,done,,checked,agentic-rag/tmp/ch-answers/per_question/210.json,[],,2026-05-29T22:45:49+00:00
211,如何在Windows系统中为蓝牙激光鼠标设置快速配对？,done,,checked,agentic-rag/tmp/ch-answers/per_question/211.json,[],,2026-05-29T22:52:36+00:00
212,如何通过WIDCOMM蓝牙驱动程序为蓝牙激光鼠标设置配对？,done,,checked,agentic-rag/tmp/ch-answers/per_question/212.json,[],,2026-05-29T22:59:15+00:00
213,如何查看蓝牙激光鼠标的电量状态？,done,,checked,agentic-rag/tmp/ch-answers/per_question/213.json,[],,2026-05-29T23:01:05+00:00
214,如何首次为蓝牙激光鼠标使用该驱动程序？,done,,checked,agentic-rag/tmp/ch-answers/per_question/214.json,[],,2026-05-29T23:02:40+00:00
215,如何将蓝牙激光鼠标与其他人机接口设备相连接？,done,,checked,agentic-rag/tmp/ch-answers/per_question/215.json,[],,2026-05-29T23:07:59+00:00
216,如何拆卸烤箱门？,done,,checked,agentic-rag/tmp/ch-answers/per_question/216.json,[],,2026-05-29T23:10:06+00:00
217,如何安装烤箱门？,done,,checked,agentic-rag/tmp/ch-answers/per_question/217.json,[],,2026-05-29T23:11:41+00:00
218,如何移动烤箱的顶部加热元件（仅限部分型号）？,done,,checked,agentic-rag/tmp/ch-answers/per_question/218.json,[],,2026-05-29T23:13:06+00:00
219,如何更换烤箱的后部灯（如有）？,done,,checked,agentic-rag/tmp/ch-answers/per_question/219.json,[],,2026-05-29T23:15:26+00:00
220,如何使用烤箱的接油盘？,done,,checked,agentic-rag/tmp/ch-answers/per_question/220.json,[],,2026-05-29T23:22:15+00:00
221,如何清洁烤箱外部？,done,,checked,agentic-rag/tmp/ch-answers/per_question/221.json,[],,2026-05-29T23:23:31+00:00
222,如何使用烤箱的烤架？,done,,checked,agentic-rag/tmp/ch-answers/per_question/222.json,[],,2026-05-29T23:25:23+00:00
223,烤箱的催化侧面板有什么作用？,done,,checked,agentic-rag/tmp/ch-answers/per_question/223.json,[],,2026-05-29T23:28:09+00:00
224,如何使用烤箱的烤盘？,done,,checked,agentic-rag/tmp/ch-answers/per_question/224.json,[],,2026-05-30T01:21:30+00:00
225,如何使用烤箱的烤架烤盘套装？,done,,checked,agentic-rag/tmp/ch-answers/per_question/225.json,[],,2026-05-29T23:47:18+00:00
226,如何使用烤箱的油脂过滤器？,done,,checked,agentic-rag/tmp/ch-answers/per_question/226.json,[],,2026-05-29T23:49:25+00:00
227,如何使用烤箱的滑动搁架？,done,,checked,agentic-rag/tmp/ch-answers/per_question/227.json,[],,2026-05-29T23:52:33+00:00
228,如何为混合即时相机安装肩带？,done,,checked,agentic-rag/tmp/ch-answers/per_question/228.json,[],,2026-05-29T23:55:47+00:00
229,如何为混合即时相机装入电池？,done,,checked,agentic-rag/tmp/ch-answers/per_question/229.json,[],,2026-05-29T23:56:58+00:00
230,如何为混合即时相机装入相纸盒？,done,,checked,agentic-rag/tmp/ch-answers/per_question/230.json,[],,2026-05-29T23:58:33+00:00
231,如何为混合即时相机取出用完的相纸盒？,done,,checked,agentic-rag/tmp/ch-answers/per_question/231.json,[],,2026-05-30T00:01:49+00:00
232,如何设置混合即时相机的自动打印模式？,done,,checked,agentic-rag/tmp/ch-answers/per_question/232.json,[],,2026-05-30T00:04:47+00:00
233,如何设置混合即时相机的手动打印模式（初始设置）？,done,,checked,agentic-rag/tmp/ch-answers/per_question/233.json,[],,2026-05-30T00:06:37+00:00
234,如何使用混合即时相机拍摄照片？,done,,checked,agentic-rag/tmp/ch-answers/per_question/234.json,[],,2026-05-30T00:13:12+00:00
